id,count
0,78.10564241905594
1,246.91162542030227
2,104.72456506945387
4,29.270416036968506
5,52.781243711660345
10,131.50220441359815
11,174.40008676252896
12,294.87376397594863
15,28.563237585790052
17,101.2372638033264
18,289.1870562553504
23,251.24102667449526
25,126.84322088519366
26,38.22241019509802
31,242.23161020440463
39,153.2404296621595
40,26.031465169182592
41,215.99292665935
42,298.822343546922
43,155.28620476332458
51,218.4297628946156
52,67.18424508147571
54,18.05397056923951
60,135.07188871573595
61,149.20154778644758
62,110.34654899634614
63,25.46874552230306
65,127.83117622741149
66,114.44202319600059
68,150.47397828253116
71,90.32040740746586
80,26.551465169182592
82,90.32040740746586
94,132.2811477730246
98,264.6985393259126
101,26.027944214287
102,133.34256668254713
107,98.37178841816205
112,222.76632727624056
113,59.16995659402435
115,90.32040740746586
116,125.83732809958114
120,168.2189813401922
121,86.22530400331816
122,289.1431586747618
132,207.30007961284454
143,62.8185249428564
147,90.32040740746586
150,17.53397056923951
151,90.32040740746586
152,254.27090310596984
153,90.32040740746586
155,176.56522356128096
156,58.71625392861081
159,188.56244095532372
161,161.4169955139115
163,38.18119818953253
177,169.63487055283156
186,18.05397056923951
188,17.355553269952644
190,84.6951537539392
191,96.81249677448763
192,273.71644384674687
195,280.99719836924004
200,163.06419049548217
209,289.4404663670695
210,17.857061199039816
211,222.89378218878326
214,157.9492551893491
215,26.551465169182592
218,117.94394844096156
219,36.22414362175504
222,161.23562123651308
225,17.53397056923951
228,289.9031586747618
236,213.9404815710497
241,28.75974608067681
242,175.46287278688902
243,225.4474338101153
245,18.05397056923951
247,267.60807498559166
251,133.43468124592238
252,81.87648708727254
253,90.32040740746586
254,94.59458986109699
258,292.33585132187955
260,90.32040740746586
261,170.0084315791669
265,90.32040740746586
266,268.82707791411366
267,267.3804365871981
269,165.31065200963735
270,90.32040740746586
275,112.89782571950136
278,39.32629292674547
279,90.32040740746586
286,84.6951537539392
287,25.853047869895725
288,214.53777834009338
289,152.05994537574176
293,17.53397056923951
294,177.20952062853812
297,82.83023287227682
302,115.70365328166652
303,60.488813736881504
304,53.047717141612026
307,110.90049747409789
309,18.05397056923951
311,173.80644776339398
312,155.51607756065837
314,207.53479982246168
315,228.26137917099533
319,172.82918684170312
322,111.19328055515896
323,90.32040740746586
325,132.341405351237
327,267.113991289027
330,38.22241019509802
332,199.84218222430636
333,17.53397056923951
338,110.90049747409789
341,114.45077503739029
345,225.8112305205192
348,126.87682506532748
349,38.18119818953253
350,127.23396614116108
352,90.32040740746586
355,16.056032118958022
356,189.89692454472234
358,90.32040740746586
363,130.5850258759845
369,166.44382541375072
371,17.53397056923951
372,150.3405043350641
375,287.8052478742083
380,138.29925180185117
388,37.66119818953253
391,135.74631048530895
392,263.0154777508501
393,300.89204816514865
394,182.83481447195334
396,26.551465169182592
401,26.766066184691326
407,88.9751150832191
409,90.32040740746586
410,115.48468078981288
416,119.12509836745826
418,127.87455075654569
420,150.72056096373038
421,185.25267106512044
422,126.71120603054732
424,287.4739696302638
428,281.4867401897885
429,249.15929287645235
431,176.837912835235
435,16.41042968824019
439,126.19122209354202
441,17.29623996492003
447,90.32040740746586
449,151.1162505311416
451,156.825968580462
452,18.05397056923951
454,206.8054748969223
458,253.11917566033515
463,139.01911572470544
467,18.05397056923951
470,253.7734150618693
471,157.83646989182395
474,285.94163030751514
478,18.05397056923951
483,114.19568126954627
484,140.45047636301405
485,90.32040740746586
486,134.17701960817166
491,109.26040004223876
494,113.51151522891438
495,252.0263070035393
497,218.4156488716085
499,189.4693421473751
515,119.8899558967347
518,215.77065044004488
521,177.41196532939827
525,154.99145027654018
529,253.99487876779096
532,143.29038459373328
534,90.32040740746586
540,90.32040740746586
544,283.6735963379336
547,161.15169122896407
549,37.66119818953253
563,37.598750575647706
564,164.33841288938945
567,113.95946562211994
572,125.15207721789737
577,141.45073438100783
578,258.1775908660942
585,289.23506260418054
588,148.6242149969077
589,129.68747964644464
590,109.323853583404
592,18.05397056923951
594,251.67251809235728
596,18.05397056923951
598,291.46126591083765
599,134.1247443948167
605,27.905226282278754
606,127.69273479130841
607,261.1071300381733
608,227.4956410057909
609,90.32040740746586
610,278.25024594038297
611,184.76028620470942
614,128.29972661223323
615,218.04023101520673
616,268.21966538319174
617,134.90674846835782
618,250.81707986361417
624,110.50562872820454
629,140.75710645048565
631,90.32040740746586
633,72.68941553174098
637,26.551465169182592
638,110.34654899634614
643,88.9751150832191
644,149.520853122841
645,39.32629292674547
646,200.89822735557428
648,196.30491211041553
650,29.180385602185893
651,187.53157886483677
652,274.7823074995656
656,120.47386407593592
657,18.05397056923951
659,71.98934112309566
660,217.5437296152269
662,113.36343427051288
665,303.40968873716696
675,285.2147702035839
681,162.54898998655244
682,218.66295701764219
685,16.875004803394432
686,205.24585748359806
689,26.551465169182592
696,146.68243395367347
703,165.7051969025557
704,108.54788508453298
705,145.762440972246
714,231.12348397579285
717,78.4710084567918
718,18.05397056923951
720,81.19543445569359
721,260.2913478470646
723,223.1001100371972
726,174.1476062414938
728,131.13299603816213
730,176.73113948642742
731,26.551465169182592
734,304.74525136326633
737,90.32040740746586
738,17.53397056923951
745,170.40417186994205
746,26.551465169182592
749,235.394879807889
752,26.551465169182592
753,173.71855689461424
758,235.93453912501226
765,18.05397056923951
766,254.51343207059156
768,90.32040740746586
769,193.6686077778964
774,132.87456674953452
775,109.97389608477584
781,90.32040740746586
784,284.16671221323924
794,18.05397056923951
795,278.5376887264526
796,90.32040740746586
802,181.8000526348034
803,193.4200323898767
805,38.15525552951737
806,285.6244444016154
807,109.63403403864035
809,17.337061199039816
810,175.25617791662597
812,182.72952352886838
814,110.50562872820454
818,267.5791148705087
819,168.69157774804629
825,71.99907532988179
836,115.49386149287649
839,131.93215113648165
847,277.4107666766963
848,179.8828568622017
851,137.97215000581394
852,140.1646884725142
853,25.68189379411893
857,156.4354874198215
858,37.96169908398691
859,242.84095084048514
861,30.141837258368838
867,126.62122441790693
870,238.00517586737226
871,244.93689591869034
872,185.20635105300542
874,303.6257136480583
881,205.72213453448205
886,140.81483203800494
890,90.32040740746586
895,175.1500706765957
899,90.32040740746586
900,282.34594271514993
901,268.41426135256415
902,223.26450070609542
903,29.546785602185896
913,269.17426135256414
918,212.23514245142877
923,154.0751185020788
924,39.32629292674547
926,26.031465169182592
927,17.355553269952644
930,245.1011195527364
934,38.25891514896769
937,152.82909474804288
939,137.06837408893668
941,82.51707170265713
942,304.1735719746724
946,267.59883579576143
950,110.27461865402496
953,98.6058678991552
959,95.59255982779334
961,25.8345557989829
962,78.2034215850863
964,63.162811934329085
969,186.60128288016404
971,130.57967848532587
976,28.9040160369685
978,245.71077254126226
980,258.2853615264354
981,142.6645676240954
990,296.77163650548476
993,17.53397056923951
996,18.05397056923951
998,279.6988137177074
999,179.83313425067286
1006,120.35107387297481
1008,18.05397056923951
1013,28.75974608067681
1015,108.15713679477126
1016,127.75882752017574
1022,273.34322222249733
1026,243.07496398983074
1028,244.17616000336628
1031,62.96046979284143
1034,90.32040740746586
1037,190.78483094314277
1040,90.32040740746586
1042,17.53397056923951
1046,18.05397056923951
1048,107.99587059600572
1049,119.96152977755412
1050,90.32040740746586
1051,183.90574195570014
