id,count
0,117.0
1,164.0
2,121.0
4,49.0
5,64.0
10,129.0
11,5.0
12,300.0
15,15.0
17,134.0
18,252.0
23,214.0
25,114.0
26,20.0
31,214.0
39,156.0
40,26.0
41,214.0
42,380.0
43,133.0
51,300.0
52,117.0
54,17.0
60,138.0
61,155.0
62,119.0
63,46.0
65,118.0
66,129.0
68,181.0
71,30.0
80,31.0
82,137.0
94,92.0
98,278.0
101,49.0
102,165.0
107,5.0
112,324.0
113,6.0
115,137.0
116,118.0
120,236.0
121,82.0
122,331.0
132,244.0
143,6.0
147,137.0
150,18.0
151,78.0
152,284.0
153,86.0
155,267.0
156,93.0
159,256.0
161,51.0
163,20.0
177,284.0
186,2.0
188,16.0
190,106.0
191,19.0
192,316.0
195,252.0
200,140.0
209,331.0
210,15.0
211,173.0
214,5.0
215,21.0
218,95.0
219,50.0
222,56.0
225,14.0
228,317.0
236,258.0
241,37.0
242,109.0
243,215.0
245,15.0
247,290.0
251,165.0
252,103.0
253,89.0
254,109.0
258,402.0
260,137.0
261,184.0
265,137.0
266,252.0
267,335.0
269,133.0
270,137.0
275,92.0
278,50.0
279,80.0
286,103.0
287,28.0
288,241.0
289,137.0
293,19.0
294,158.0
297,137.0
302,137.0
303,6.0
304,64.0
307,109.0
309,28.0
311,180.0
312,137.0
314,188.0
315,317.0
319,152.0
322,119.0
323,137.0
325,108.0
327,252.0
330,50.0
332,284.0
333,19.0
338,95.0
341,124.0
345,214.0
348,339.0
349,50.0
350,129.0
352,137.0
355,17.0
356,272.0
358,137.0
363,121.0
369,272.0
371,18.0
372,161.0
375,271.0
380,121.0
388,45.0
391,161.0
392,310.0
393,425.0
394,267.0
396,34.0
401,49.0
407,137.0
409,80.0
410,129.0
416,42.0
418,129.0
420,167.0
421,227.0
422,161.0
424,310.0
428,300.0
429,126.0
431,5.0
435,3.0
439,129.0
441,3.0
447,80.0
449,181.0
451,130.0
452,17.0
454,262.0
458,126.0
463,141.0
467,15.0
470,316.0
471,133.0
474,252.0
478,18.0
483,135.0
484,108.0
485,69.0
486,119.0
491,87.0
494,85.0
495,252.0
497,214.0
499,257.0
515,92.0
518,221.0
521,56.0
525,168.0
529,263.0
532,122.0
534,137.0
540,137.0
544,310.0
547,133.0
549,45.0
563,40.0
564,115.0
567,137.0
572,113.0
577,181.0
578,317.0
585,300.0
588,130.0
589,113.0
590,119.0
592,17.0
594,305.0
596,14.0
598,300.0
599,138.0
605,49.0
606,138.0
607,252.0
608,191.0
609,137.0
610,310.0
611,241.0
614,133.0
615,315.0
616,213.0
617,92.0
618,278.0
624,132.0
629,184.0
631,107.0
633,117.0
637,15.0
638,87.0
643,137.0
644,137.0
645,40.0
646,182.0
648,250.0
650,49.0
651,267.0
652,252.0
656,137.0
657,28.0
659,26.0
660,158.0
662,95.0
665,425.0
675,317.0
681,131.0
682,158.0
685,19.0
686,258.0
689,27.0
696,92.0
703,137.0
704,85.0
705,109.0
714,315.0
717,117.0
718,20.0
720,103.0
721,143.0
723,241.0
726,267.0
728,181.0
730,191.0
731,34.0
734,402.0
737,30.0
738,19.0
745,109.0
746,26.0
749,228.0
752,27.0
753,267.0
758,315.0
765,14.0
766,176.0
768,86.0
769,219.0
774,120.0
775,127.0
781,137.0
784,331.0
794,16.0
795,271.0
796,69.0
802,214.0
803,267.0
805,40.0
806,252.0
807,87.0
809,17.0
810,151.0
812,267.0
814,135.0
818,290.0
819,115.0
825,137.0
836,121.0
839,97.0
847,290.0
848,241.0
851,181.0
852,138.0
853,49.0
857,133.0
858,40.0
859,247.0
861,21.0
867,95.0
870,247.0
871,214.0
872,256.0
874,425.0
881,256.0
886,111.0
890,137.0
895,167.0
899,75.0
900,252.0
901,278.0
902,127.0
903,49.0
913,227.0
918,150.0
923,109.0
924,44.0
926,34.0
927,19.0
930,214.0
934,44.0
937,138.0
939,109.0
941,103.0
942,425.0
946,252.0
950,92.0
953,57.0
959,134.0
961,15.0
962,103.0
964,134.0
969,233.0
971,107.0
976,19.0
978,274.0
980,252.0
981,120.0
990,431.0
993,17.0
996,17.0
998,335.0
999,284.0
1006,94.0
1008,15.0
1013,19.0
1015,87.0
1016,113.0
1022,335.0
1026,214.0
1028,263.0
1031,37.0
1034,137.0
1037,127.0
1040,137.0
1042,19.0
1046,19.0
1048,87.0
1049,100.0
1050,137.0
1051,102.0
1052,214.0
1055,267.0
1060,97.0
1064,15.0
1066,15.0
1071,92.0
1073,14.0
1089,272.0
1091,113.0
1092,100.0
1093,274.0
1096,335.0
1097,221.0
1098,16.0
1099,40.0
1102,126.0
1107,117.0
1109,19.0
1111,45.0
1112,94.0
1114,271.0
1116,252.0
1117,113.0
1118,26.0
1122,120.0
1124,284.0
1127,138.0
1133,127.0
1134,44.0
1135,109.0
1139,252.0
1143,137.0
1150,124.0
1151,94.0
1153,252.0
1155,34.0
1162,30.0
1163,229.0
1166,14.0
1171,68.0
1172,14.0
1173,244.0
1174,65.0
1177,79.0
1178,214.0
1184,267.0
1185,94.0
1186,132.0
1187,123.0
1188,278.0
1191,111.0
1207,105.0
1213,45.0
1215,97.0
1223,257.0
1227,94.0
1236,137.0
1237,137.0
1238,19.0
1241,29.0
1248,19.0
1250,46.0
1251,97.0
1253,124.0
